schema,table,column,type,has_comment,comment
public,layer_reservoir_provincial,name,character varying(64),yes,名称
public,layer_reservoir_provincial,period,character varying(16),yes,时期/阶段
public,layer_reservoir_provincial,type,character varying(32),yes,类型
public,layer_reservoir_provincial,wq,character varying(8),yes,水质类别
public,layer_reservoir_provincial,aheight,double precision,yes,坝高
public,layer_reservoir_provincial,parea,double precision,yes,永久占地面积
public,layer_reservoir_provincial,ec,character varying(16),yes,生态分区编码
public,layer_reservoir_provincial,grade,character varying(8),yes,等级/级别
public,layer_reservoir_provincial,length,double precision,yes,长度
public,layer_reservoir_provincial,mheight,double precision,yes,最大坝高
public,layer_reservoir_provincial,sdtf,character varying(4),yes,水系特征码
public,layer_reservoir_provincial,shrc,character varying(64),yes,所属河湖编码
public,layer_reservoir_provincial,vol,double precision,yes,库容
public,layer_reservoir_provincial,featid,character varying(16),yes,要素唯一标识
public,layer_reservoir_provincial,elemstime,character varying(8),no,
public,layer_reservoir_provincial,elemetime,character varying(8),no,
public,layer_reservoir_provincial,ecrm,integer,no,
public,layer_reservoir_provincial,wrid,character varying(16),no,
public,layer_reservoir_provincial,wrgr,integer,no,
public,layer_reservoir_provincial,areacode,bigint,yes,行政区划代码
public,layer_reservoir_provincial,changetype,integer,yes,变更类型
public,layer_reservoir_provincial,changeatt,character varying(64),no,
public,layer_reservoir_provincial,shape_leng,double precision,yes,要素长度
public,layer_reservoir_provincial,shape_area,double precision,yes,要素面积
public,layer_reservoir_provincial_label,geom,"geometry(Point,4326)",yes,空间几何数据
public,layer_reservoir_provincial_label,cc,character varying(8),yes,行政区划编码
public,layer_reservoir_provincial_label,gb,character varying(16),yes,国标编码
public,layer_reservoir_provincial_label,bas,character varying(16),yes,流域编码
public,layer_reservoir_provincial_label,name,character varying(64),yes,名称
public,layer_reservoir_provincial_label,period,character varying(16),yes,时期/阶段
public,layer_reservoir_provincial_label,type,character varying(32),yes,类型
public,layer_reservoir_provincial_label,wq,character varying(8),yes,水质类别
public,layer_reservoir_provincial_label,aheight,double precision,yes,坝高
public,layer_reservoir_provincial_label,parea,double precision,yes,永久占地面积
public,layer_reservoir_provincial_label,ec,character varying(16),yes,生态分区编码
public,layer_reservoir_provincial_label,grade,character varying(8),yes,等级/级别
public,layer_reservoir_provincial_label,length,double precision,yes,长度
public,layer_reservoir_provincial_label,mheight,double precision,yes,最大坝高
public,layer_reservoir_provincial_label,sdtf,character varying(4),yes,水系特征码
public,layer_reservoir_provincial_label,shrc,character varying(64),yes,所属河湖编码
public,layer_reservoir_provincial_label,vol,double precision,yes,库容
public,layer_reservoir_provincial_label,featid,character varying(16),yes,要素唯一标识
public,layer_reservoir_provincial_label,elemstime,character varying(8),no,
public,layer_reservoir_provincial_label,elemetime,character varying(8),no,
public,layer_reservoir_provincial_label,ecrm,integer,no,
public,layer_reservoir_provincial_label,wrid,character varying(16),no,
public,layer_reservoir_provincial_label,wrgr,integer,no,
public,layer_reservoir_provincial_label,areacode,bigint,yes,行政区划代码
public,layer_reservoir_provincial_label,changetype,integer,yes,变更类型
public,layer_reservoir_provincial_label,changeatt,character varying(64),no,
public,layer_reservoir_provincial_label,id,integer,yes,主键ID
public,layer_reservoir_provincial_合并,geom,"geometry(MultiPolygon,4326)",yes,空间几何数据
public,layer_reservoir_provincial_合并,cc,character varying(8),yes,行政区划编码
public,layer_reservoir_provincial_合并,gb,character varying(16),yes,国标编码
public,layer_reservoir_provincial_合并,bas,character varying(16),yes,流域编码
public,layer_reservoir_provincial_合并,name,character varying(64),yes,名称
public,layer_reservoir_provincial_合并,period,character varying(16),yes,时期/阶段
public,layer_reservoir_provincial_合并,type,character varying(32),yes,类型
public,layer_reservoir_provincial_合并,wq,character varying(8),yes,水质类别
public,layer_reservoir_provincial_合并,aheight,double precision,yes,坝高
public,layer_reservoir_provincial_合并,parea,double precision,yes,永久占地面积
public,layer_reservoir_provincial_合并,ec,character varying(16),yes,生态分区编码
public,layer_reservoir_provincial_合并,grade,character varying(8),yes,等级/级别
public,layer_reservoir_provincial_合并,length,double precision,yes,长度
public,layer_reservoir_provincial_合并,mheight,double precision,yes,最大坝高
public,layer_reservoir_provincial_合并,sdtf,character varying(4),yes,水系特征码
public,layer_reservoir_provincial_合并,shrc,character varying(64),yes,所属河湖编码
public,layer_reservoir_provincial_合并,vol,double precision,yes,库容
public,layer_reservoir_provincial_合并,featid,character varying(16),yes,要素唯一标识
public,layer_reservoir_provincial_合并,elemstime,character varying(8),no,
public,layer_reservoir_provincial_合并,elemetime,character varying(8),no,
public,layer_reservoir_provincial_合并,ecrm,integer,no,
public,layer_reservoir_provincial_合并,wrid,character varying(16),no,
public,layer_reservoir_provincial_合并,wrgr,integer,no,
public,layer_reservoir_provincial_合并,areacode,bigint,yes,行政区划代码
public,layer_reservoir_provincial_合并,changetype,integer,yes,变更类型
public,layer_reservoir_provincial_合并,changeatt,character varying(64),no,
public,layer_reservoir_provincial_合并,id,integer,yes,主键ID
public,layer_river_provincial,geom,"geometry(MultiLineString,4326)",yes,空间几何数据
public,layer_river_provincial,cc,character varying(8),yes,行政区划编码
public,layer_river_provincial,gb,character varying(16),yes,国标编码
public,layer_river_provincial,bas,character varying(16),yes,流域编码
public,layer_river_provincial,type,character varying(32),yes,类型
public,layer_river_provincial,ec,character varying(16),yes,生态分区编码
public,layer_river_provincial,grade,character varying(8),yes,等级/级别
public,layer_river_provincial,length,double precision,yes,长度
public,layer_river_provincial,period,character varying(16),yes,时期/阶段
public,layer_river_provincial,shrc,character varying(64),yes,所属河湖编码
public,layer_river_provincial,sdtf,character varying(4),yes,水系特征码
public,layer_river_provincial,width,double precision,yes,宽度
public,layer_river_provincial,featid,character varying(16),yes,要素唯一标识
public,layer_river_provincial,elemstime,character varying(8),no,
public,layer_river_provincial,elemetime,character varying(8),no,
public,layer_river_provincial,ecrm,integer,no,
public,layer_river_provincial,wrid,character varying(16),no,
public,layer_river_provincial,wrgr,integer,no,
public,layer_river_provincial,areacode,bigint,yes,行政区划代码
public,layer_river_provincial,name,character varying(64),yes,名称
public,layer_river_provincial,changetype,integer,yes,变更类型
public,layer_river_provincial,changeatt,character varying(64),no,
public,layer_river_provincial,id,integer,yes,主键ID
public,layer_river_provincial_bak0617,id,integer,yes,主键ID
public,layer_river_provincial_bak0617,geom,"geometry(MultiLineString,4326)",yes,空间几何数据
public,layer_river_provincial_bak0617,cc,character varying(8),yes,行政区划编码
public,layer_river_provincial_bak0617,gb,character varying(16),yes,国标编码
public,layer_river_provincial_bak0617,bas,character varying(16),yes,流域编码
public,layer_river_provincial_bak0617,type,character varying(32),yes,类型
public,layer_river_provincial_bak0617,ec,character varying(16),yes,生态分区编码
public,layer_river_provincial_bak0617,grade,character varying(8),yes,等级/级别
public,layer_river_provincial_bak0617,length,double precision,yes,长度
public,layer_river_provincial_bak0617,period,character varying(16),yes,时期/阶段
public,layer_river_provincial_bak0617,shrc,character varying(64),yes,所属河湖编码
public,layer_river_provincial_bak0617,sdtf,character varying(4),yes,水系特征码
public,layer_river_provincial_bak0617,width,double precision,yes,宽度
public,layer_river_provincial_bak0617,featid,character varying(16),yes,要素唯一标识
public,layer_river_provincial_bak0617,elemstime,character varying(8),no,
public,layer_river_provincial_bak0617,elemetime,character varying(8),no,
public,layer_river_provincial_bak0617,ecrm,integer,no,
public,layer_river_provincial_bak0617,wrid,character varying(16),no,
public,layer_river_provincial_bak0617,wrgr,integer,no,
public,layer_river_provincial_bak0617,areacode,bigint,yes,行政区划代码
public,layer_river_provincial_bak0617,name,character varying(64),yes,名称
public,layer_river_provincial_bak0617,changetype,integer,yes,变更类型
public,layer_river_provincial_bak0617,changeatt,character varying(64),no,
public,layer_section,id,integer,yes,主键ID
public,layer_section,x,double precision,yes,X坐标
public,layer_section,y,double precision,yes,Y坐标
public,layer_section,name,character varying,yes,名称
public,layer_section,code,character varying,yes,编码
public,layer_section,geom,"geometry(Point,4326)",yes,空间几何数据
public,layer_watershed,id,integer,yes,主键ID
public,layer_watershed,name,character varying,yes,名称
public,layer_watershed,code,character varying,yes,编码
public,layer_watershed,geom,"geometry(MultiLineString,4326)",yes,空间几何数据
public,metadata_view,code,character varying(255),yes,编码
public,metadata_view,parent_id,character varying(255),yes,父级ID
public,metadata_view,name,character varying(255),yes,关键字或文件名(不含后缀)
public,metadata_view,aliasname,character varying(255),yes,别名
public,metadata_view,type,character varying(255),yes,类型
public,metadata_view,LayerName,character varying(255),yes,图层名称
public,metadata_view,LayerType,character varying(255),yes,图层类型
public,metadata_view,create_date,timestamp without time zone,yes,创建时间
public,metadata_view,table_name,character varying(21),yes,表名
public,min_value_setting,id,bigint,yes,主键id
public,min_value_setting,indicator_code,character varying(100),yes,监测指标编号
public,min_value_setting,value,double precision,yes,最低检出限（mg/L）
public,min_value_setting,create_by,bigint,yes,创建人
public,min_value_setting,create_time,timestamp without time zone,yes,创建时间
public,min_value_setting,update_by,bigint,yes,更新人
public,min_value_setting,update_time,timestamp without time zone,yes,更新时间
public,min_value_setting,del_flag,character(1),yes,删除标记：0 未删除、1 已删除
public,rs_enterprise_info_lsg,id,bigint,yes,主键id
public,rs_enterprise_info_lsg,name,character varying(100),yes,磷石膏库名称
public,rs_enterprise_info_lsg,mine_name,character varying(100),yes,矿山名称
public,rs_enterprise_info_lsg,enterprise,character varying(100),yes,所属企业
public,rs_enterprise_info_lsg,city,character varying(32),yes,市
public,rs_enterprise_info_lsg,county,character varying(32),yes,县
public,rs_enterprise_info_lsg,address,character varying(255),yes,污染源地址
public,rs_enterprise_info_lsg,region_code,character varying(32),yes,行政区编码
public,rs_enterprise_info_lsg,region_name,character varying(32),yes,行政区名称
public,rs_enterprise_info_lsg,out_type,character varying(32),yes,排渣方式
public,rs_enterprise_info_lsg,design_storage,double precision,yes,设计库容（单位：万立方米）
public,rs_enterprise_info_lsg,existed_storage,double precision,yes,现有堆量（单位：万立方米）
